exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,cache-misses,L1-dcache-load-misses,L1-dcache-loads,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d.replacement,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,cpu-cycles,instructions
membench,2,pmem,rnd,500,0.000000,58.464486976,101108313,171960234,8272017769,282333,100986060,107886,2978809,149140236765,149034431304,174545879,150247205,0,5241,38,0,100313660,55827730287,227278989887,235226272010
membench,2,pmem,seq_prefetch,500,0.000000,19.136010786,102853646,170991780,7750700787,199782,815786,43914,3029914,284473650,195912541,172153139,146568996,0,7223,100183731,0,100262650,55282123254,74367458200,232275391509
membench,2,pmem,pgn_prefetch,500,0.000000,30.038233497,107622170,177285976,7947091851,227693,1168940,60733,2990435,45229516233,45148650178,179657685,151098155,0,7000,100093958,0,100294682,55384645351,116753390683,232524191173
membench,2,pmem,rnd_prefetch,500,0.000000,31.037651875,101191275,171035002,8442645622,222544,461420,62041,3013054,45524211006,45217395127,175515833,147679703,0,5914,100061910,0,100270064,55872774675,120648939591,235860198242
membench,2,dram,seq,550,0.000000,20.045388294,102663941,171211242,7559114472,184038,854267,1974863,2934424,164914095,77691533,171561152,147543961,0,4199,1798,0,100240930,60266671551,77869519382,251688377972
membench,2,dram,pgn,550,0.000000,27.793205675,107285053,177382481,7748651959,98420640,100327713,1994953,2908343,31571865591,31507747558,178392836,149224049,0,4537,6607,0,100247713,60359464346,107987241020,252162816339
membench,2,dram,rnd,550,0.000000,29.196235384,100892599,170596066,8252169874,98850107,100946953,2002876,2889434,31359954378,31290537052,172702968,151203613,0,3730,0,0,100270821,60864646925,113441602351,255397387222
membench,2,dram,seq_prefetch,550,0.000000,20.187708104,102624548,170997528,7755639336,149307,812874,1971534,2884255,141387389,60267528,171445433,148427697,0,4345,100087238,0,100325436,60314788350,78421519546,252230286401
membench,2,dram,pgn_prefetch,550,0.000000,20.082511580,107623261,177106358,7947895695,197696,1187947,2048025,2945184,1882657842,1713267614,177853474,148853101,0,3460,100185463,0,100362297,60404139418,78009628510,252711557940
membench,2,dram,rnd_prefetch,550,0.000000,21.692515726,101112474,171074201,8463381724,157519,653429,1992329,2872653,1943063851,1691149957,173786451,148281674,0,2911,100045087,0,100148947,60810628654,84298085281,255588716930
membench,2,pmem,seq,550,0.000000,20.311279721,102823382,170089631,7550590793,211181,1572132,54588,3022538,329015370,225230042,171855368,151879755,0,8477,0,0,100339459,60338194385,78924294562,251951721515
membench,2,pmem,pgn,550,0.000000,58.147698060,107452988,180315753,7797860542,803160,100995831,100296,2933162,148688876316,148627347136,178532736,143060664,0,1377,9,0,100308165,60336631511,226036536012,252056430030
membench,2,pmem,rnd,550,0.000000,59.751462256,101103451,171744730,8250061010,369156,101007172,103152,2999554,149145899496,149051143566,174632295,150507668,0,7478,38,0,100315118,60825510819,232266407925,255220825904
membench,2,pmem,seq_prefetch,550,0.000000,20.443134347,104187226,172185577,7743751880,694997,828226,45259,3130914,293699215,195161655,172488885,150112281,0,9855,100173592,0,100366138,60338518517,79447844908,252137275025
membench,2,pmem,pgn_prefetch,550,0.000000,30.661442092,107686365,178043778,7962727759,222414,509224,60975,2887367,42833870485,42636842827,181673895,147941519,0,8311,100078841,0,100286631,60379928389,119162877841,252654147089
membench,2,pmem,rnd_prefetch,550,0.000000,31.719297424,101250197,170729704,8455691763,226250,459519,62134,3021112,43069571700,42789102451,175187043,148354905,0,5410,100110345,0,100248042,60850298577,123291651864,255820133886
membench,2,dram,seq,600,0.000000,21.349382667,104016909,172735333,7557734673,185445,902998,2003168,2914055,150732152,66350762,171564827,145578673,0,2996,0,0,103392434,65302274195,82926793507,271724014561
membench,2,dram,pgn,600,0.000000,29.108822540,108635384,179537302,7766351036,98829160,100283707,1990245,2853257,31630163628,31567713232,178269617,147524372,0,2412,0,0,100289611,65381823286,113110915712,272095711076
membench,2,dram,rnd,600,0.000000,30.341575749,100889339,171095605,8261863665,98326696,100854398,1974765,2842204,30835368833,30749985669,171762341,145365448,0,4538,0,0,100279154,65870846400,117906396302,275447541155
membench,2,dram,seq_prefetch,600,0.000000,21.435497521,103546396,172460062,7776825357,676917,1082997,1985650,2879835,147641788,62784995,171354115,146577188,0,1368,100170952,0,100262081,65296223770,83265893599,272184565747
membench,2,dram,pgn_prefetch,600,0.000000,21.347260414,108963944,178656720,7969038538,182798,758871,1990529,2953190,1624169783,1547760957,178014655,149713530,0,3157,100200835,0,100282481,65378054579,82942161719,272577806945
membench,2,dram,rnd_prefetch,600,0.000000,22.973304965,100819152,171193502,8455982339,154773,925548,1978897,2830688,1658592522,1477075100,171766691,147537581,0,4145,100200620,0,100172553,65793456322,89261625088,275209921771
membench,2,pmem,seq,600,0.000000,21.574663595,104008020,173148288,7576444018,194133,914636,41749,2901717,289839145,197691056,170568618,145267177,0,1381,0,0,100204647,65232505499,83849096051,271561487237
membench,2,pmem,pgn,600,0.000000,59.440635560,107456195,180791067,7793840321,802078,100984089,98864,2878222,148849180317,148758733528,178542664,143402342,0,1363,0,0,100252162,65339325003,231059123673,272107888126
membench,2,pmem,rnd,600,0.000000,60.913325176,101080417,173197455,8280083325,285706,100378759,103248,2980524,148827357477,148761471643,174306319,148972825,0,1411,0,0,100281547,65829850073,236791399429,275351131131
membench,2,pmem,seq_prefetch,600,0.000000,21.682558520,102777369,170754176,7766890297,213438,869862,58735,2994769,530600368,218342899,170466099,143507745,0,1374,100133328,0,100231686,65281430678,84260160514,272159266287
membench,2,pmem,pgn_prefetch,600,0.000000,31.324475746,107584340,178189357,7965514445,712585,1117378,61427,2951591,40209768050,40152043723,178522610,150296677,0,1368,100127847,0,100251077,65372662502,121759149432,272562201484
membench,2,pmem,rnd_prefetch,600,0.000000,32.303470612,101397948,172986581,8467614444,791212,1048303,62577,2964734,40108184125,40077548195,171716668,144437320,0,1410,100118959,0,100260366,65852096161,125562256166,275859614262
membench,2,dram,seq,650,0.000000,22.634590602,103696303,171160766,7571043947,184839,943210,1978405,2962499,160404453,74689953,170541538,143078589,0,1405,0,0,103426010,70280725116,87950831910,291692330317
membench,2,dram,pgn,650,0.000000,30.379993685,107248795,177252734,7755239453,98413956,100295360,2005613,2878942,31535635953,31472348726,178332755,146890687,0,3972,5112,0,100225480,70351815912,118047367810,292166645495
membench,2,dram,rnd,650,0.000000,31.778149474,100919738,170322198,8235532467,98870548,100932108,1933164,2833838,31370525532,31304226694,172808856,151543695,0,4342,23,0,100134365,70831332109,123499063611,295318308759
membench,2,dram,seq_prefetch,650,0.000000,22.765380668,102639651,170795004,7752117198,166589,851245,1987090,2909441,136860584,54021856,171511368,148235850,0,4646,100133926,0,100283093,70312793852,88451034022,292228004591
membench,2,dram,pgn_prefetch,650,0.000000,22.577609444,107618890,179010718,7953246226,753534,1459173,1995582,2956389,1484185278,1409591164,178305560,148539503,0,2403,100128412,0,100309486,70418408801,87712714974,292717006917
membench,2,dram,rnd_prefetch,650,0.000000,24.284887617,100898439,170735268,8436309518,157062,563953,2006201,2900618,1472492592,1410895225,173482676,148742737,0,1796,100454111,0,100613174,71039088018,94339797577,295635697940
membench,2,pmem,seq,650,0.000000,22.868614426,104170232,172008902,7573156268,214420,883490,56965,2977977,271094259,170906134,172020602,149331587,0,5868,0,0,100348254,70303389486,88878734114,291760866576
membench,2,pmem,pgn,650,0.000000,60.896574631,107494369,179050074,7756532030,292008,101069079,112907,3028121,149221477276,149119169911,180654382,152214896,0,6153,0,0,100340746,70349593956,236725886891,292081068685
membench,2,pmem,rnd,650,0.000000,62.145213577,101077716,173212241,8289382246,300080,100384182,109591,2914960,148601113250,148518775021,172197045,145324309,0,1438,7550,0,100288462,70826830226,241571268447,295340013463
membench,2,pmem,seq_prefetch,650,0.000000,23.012696285,102859679,170693730,7769424415,223288,881329,56319,2995181,266374470,164154133,171461668,150273389,0,1979,100178321,0,100218067,70263320833,89417959648,292116334265
membench,2,pmem,pgn_prefetch,650,0.000000,32.110168673,107561215,177739433,7956364882,226652,582090,66691,2934650,36947256151,36846541068,179929951,148471854,0,7949,100106775,0,100629906,70374179917,124797987069,292563749793
membench,2,pmem,rnd_prefetch,650,0.000000,33.032754133,101246975,171962863,8452747624,221598,445195,66040,2901154,37978873838,37881391762,173368178,153066278,0,13869,99989915,0,100234601,70867361970,128396167147,295869278741
membench,2,dram,seq,700,0.000000,23.916575551,102612448,170648471,7547333829,188014,928541,2006872,2955032,167477336,73873996,172364394,148852655,0,2904,6341,0,102136440,75282337188,92903956657,311805148327
membench,2,dram,pgn,700,0.000000,31.483082617,107274462,177628716,7766336460,98420387,100851611,1979249,2841685,30945308094,30887990749,178144181,143209114,0,1383,14,0,100246102,75376875898,122356021839,312198459588
membench,2,dram,rnd,700,0.000000,33.031825523,100933772,171109443,8264478232,98364035,100297726,2003564,2891379,31220346823,31163370886,172166750,146673446,0,2829,6336,0,100245425,75861012636,128361070944,315457651732
membench,2,dram,seq_prefetch,700,0.000000,24.014338946,103995472,172314926,7760417146,687630,874993,1975858,2936688,139812372,56084461,172081401,146482354,0,2593,100162414,0,100281765,75322547220,93305591307,312191446126
membench,2,dram,pgn_prefetch,700,0.000000,23.854932356,108929027,178443913,7965970218,180363,660432,2019736,2915953,1378354151,1313075533,177685378,146335607,0,2706,100167959,0,100287788,75390679639,92692244888,312604618405
membench,2,dram,rnd_prefetch,700,0.000000,25.427637557,101103612,171964362,8467882431,155622,525160,1931474,2843077,1286141937,1227096922,171268398,143645697,0,1410,99975138,0,100202486,75868140511,98806442161,315892154312
membench,2,pmem,seq,700,0.000000,24.130770534,102730980,171568539,7580748074,215744,904651,57968,2880794,259672543,163821757,172259047,148216321,0,1378,0,0,100196159,75270480992,93776871792,311697724417
membench,2,pmem,pgn,700,0.000000,62.137030941,107492608,178253864,7775340588,288996,100425444,102160,3017823,149127991553,149036222226,180615213,146430522,0,6251,5150,0,100351218,75340518216,241552360320,312050638495
membench,2,pmem,rnd,700,0.000000,63.537587874,102519631,174422351,8283961305,832797,100384845,111372,2994216,148869317011,148799856441,173398116,146587757,0,3790,0,0,100340792,75853505779,246989673032,315359406008
membench,2,pmem,seq_prefetch,700,0.000000,24.285208584,102929994,170477883,7744413705,211435,888605,60194,3020021,238331256,142562021,172787822,149556099,0,2964,99845864,0,100156840,75291388785,94374990512,312284444880
membench,2,pmem,pgn_prefetch,700,0.000000,32.661627898,107737990,176688154,7959730717,229563,495342,65421,2906938,35417608617,35333819281,178824243,148533157,0,6774,99989034,0,100233565,75371635286,126949386425,312618279055
membench,2,pmem,rnd_prefetch,700,0.000000,33.693778407,101186672,170546876,8452752022,227978,446976,73101,2969862,35799892247,35529647495,173467400,147614933,0,11755,100002512,0,100342094,75914735791,130969883150,315937125172
membench,2,dram,seq,750,0.000000,25.192326111,102635617,170771866,7556528720,181798,918730,2005358,2939001,152836222,74724212,173161603,148443866,0,3000,0,0,100257536,80305460522,97874431897,331820254024
membench,2,dram,pgn,750,0.000000,32.805481124,107243713,177419277,7762129193,98375939,100253271,1969138,2894448,30958706408,30896207664,178734392,144488080,0,1870,6635,0,100214782,80387129481,127484906852,332224656072
membench,2,dram,rnd,750,0.000000,34.221017654,100866616,171654143,8261002413,98294017,100299740,2033749,2842409,31195631751,30923449426,171566990,145842868,0,4900,0,0,100248744,80851176956,132999518178,335414186349
membench,2,dram,seq_prefetch,750,0.000000,25.339471495,102593074,170817086,7757914047,151454,891611,2045907,2955337,288474006,107020940,173394134,147753205,0,2810,100159426,0,100264689,80316381070,98459286941,332268075099
membench,2,dram,pgn_prefetch,750,0.000000,25.093193714,107537228,177790866,7962871609,780612,1364158,2013751,2880559,1241937943,1177916924,177805873,145299701,0,2946,100170585,0,100262730,80414605514,97512494979,332731248338
membench,2,dram,rnd_prefetch,750,0.000000,26.718819035,101156646,171227253,8459201285,153867,497053,2011563,2838628,1118818128,1059857966,171078421,146175622,0,2051,100064312,0,100375491,80973317028,103823703046,336088058777
membench,2,pmem,seq,750,0.000000,25.438906817,102816396,171372143,7566212784,219671,910734,55950,3032861,240896546,142725217,170937798,144056632,0,1376,7199,0,100199748,80259660554,98871846803,331835920114
membench,2,pmem,pgn,750,0.000000,63.403373283,107486124,179319698,7750830274,292673,100979296,113366,3102086,148990522955,148888774004,181348031,147321892,0,14368,0,0,100344015,80349915002,246472163168,332005958561
membench,2,pmem,rnd,750,0.000000,64.835832299,101070529,175125638,8285825268,826407,101062413,110813,3023730,148973248147,148886684086,173863457,150344553,0,1501,0,0,100301921,80837615087,252041614251,335348188353
membench,2,pmem,seq_prefetch,750,0.000000,25.575475083,102831691,171313975,7764129318,227488,893553,56391,3023229,227731793,127215409,170887236,144355295,0,1406,100064465,0,100250136,80287567195,99398717443,332177094444
membench,2,pmem,pgn_prefetch,750,0.000000,33.286531918,108944511,179548575,7972005458,675115,495457,67041,2920649,32862001155,32777558081,178953028,151690989,0,3894,100126565,0,100280506,80397310760,129382303194,332557577376
membench,2,pmem,rnd_prefetch,750,0.000000,34.275317375,102599784,173782500,8499156543,770816,443381,67433,2855461,32909365828,32894949030,172226692,144771257,0,4953,100157105,0,100326611,80913867519,133220253936,335810422831
membench,2,dram,seq,800,0.000000,26.466092343,102638590,170815081,7546701260,175121,1280661,1981356,2881958,220563797,72104465,171835850,148394964,0,5323,0,0,100283699,85318146494,102835835288,351812031648
membench,2,dram,pgn,800,0.000000,34.068840241,107302486,178591166,7764203698,98407679,100790622,1985994,2852442,30958051505,30873675402,178047114,143929183,0,4125,0,0,100252676,85380810450,132370520934,352209424783
membench,2,dram,rnd,800,0.000000,35.599337478,100918292,171513305,8269116373,98360002,100303002,1971527,2872785,31389434172,31333276278,173777463,145439094,0,1426,0,0,100224948,85854775114,138349306569,355439416111
membench,2,dram,seq_prefetch,800,0.000000,26.585415622,103839681,171353912,7765078392,166780,769847,1972472,2836304,124008193,48703334,171446602,145970886,0,3826,100165181,0,100218036,85273697966,103304282660,352114757484
membench,2,dram,pgn_prefetch,800,0.000000,26.332262361,107482547,177584043,7963706978,185446,564910,1958538,2913139,1021985466,982149791,180343987,145315419,0,2553,100143981,0,100287202,85416493299,102333819064,352766017234
membench,2,dram,rnd_prefetch,800,0.000000,28.040199668,102459000,173183150,8456280471,293105,473217,2020942,2860852,1014364817,955564275,172135138,145490009,0,2179,100156946,0,100331381,85979446803,108941875985,355851566273
membench,2,pmem,seq,800,0.000000,26.719093252,102859276,170804611,7564964686,207766,815761,50633,2934304,216109674,127614535,172913832,148116807,0,14091,7516,0,100289794,85341817980,103838940612,351929038566
membench,2,pmem,pgn,800,0.000000,64.704161471,107437273,179113596,7778345435,303969,100412353,111629,2999899,149376889817,149081740337,181636366,150615013,0,4409,0,0,100350923,85344997509,251525162842,352061950754
membench,2,pmem,rnd,800,0.000000,66.085922976,101110853,173704808,8256188044,299204,100416696,113382,3087659,148734856256,148641844195,174874846,146307961,0,8228,3012,0,100301197,85840056914,256901393761,355360173422
membench,2,pmem,seq_prefetch,800,0.000000,26.822155267,104191097,172079228,7771737584,491369,785217,62167,2924757,198238467,100613873,172190502,150690296,0,5271,100137492,0,100256346,85303697233,104231705649,352124461979
membench,2,pmem,pgn_prefetch,800,0.000000,33.956532958,108603147,177186584,7973118670,229491,484829,68448,2913206,30467381629,30388943014,180039233,148291064,0,5307,100078186,0,100257037,85375266524,131986070448,352520767083
membench,2,pmem,rnd_prefetch,800,0.000000,34.961419494,102611747,173053789,8447056823,749625,439758,65195,3107679,30599564232,30534375442,173936422,147314620,0,6422,100073983,0,100290362,85876398768,135898156316,355839203006
membench,2,dram,seq,850,0.000000,27.760239597,102614060,171781120,7558375808,168484,1212625,2002300,2860158,113894259,49874481,171263202,146991668,0,4068,0,0,100300967,90328439190,107863882172,371859717780
membench,2,dram,pgn,850,0.000000,35.595617915,107230832,177939606,7760886022,98419727,100293199,1990994,2868794,32110977131,31834501516,180854304,150631304,0,4173,0,0,100281547,90393862354,138331949238,372239624017
membench,2,dram,rnd,850,0.000000,37.078768717,102266123,172496746,8254963210,98376478,100315068,1981790,2885787,32033135420,31970342895,172742956,152376950,0,1415,0,0,100301992,90866437566,144094058391,375294284616
membench,2,dram,seq_prefetch,850,0.000000,27.901475282,102562499,171855744,7772164651,676668,1216489,1952284,2841714,107098028,43974953,171755849,144759357,0,2575,100143242,0,100251772,90305833342,108419371836,372228283617
membench,2,dram,pgn_prefetch,850,0.000000,27.599313931,107499622,177574391,7966199521,713871,1209564,1980393,2859778,975451603,914184176,178984824,145757172,0,1667,100157507,0,100272563,90421353684,107228583880,372777793986
membench,2,dram,rnd_prefetch,850,0.000000,29.261670117,102450598,173270642,8477787266,656385,452431,1968068,2814224,914331697,852889737,171986871,148853275,0,2365,100027234,0,100241102,90869349426,113718408369,375811284011
membench,2,pmem,seq,850,0.000000,27.982603198,102814051,171692723,7572329905,698905,1206215,61547,2885623,182433061,104168873,171029520,146671692,0,1344,0,0,100250859,90298639095,108759163800,371828670812
membench,2,pmem,pgn,850,0.000000,66.016276815,107497890,179242414,7775251991,300981,100423131,109813,2984352,149200460345,149103432108,181087979,151115871,0,6872,4807,0,100350623,90356420127,256628881190,372123767105
membench,2,pmem,rnd,850,0.000000,67.305515019,101101984,173068309,8271917186,297589,100412502,110199,2998256,148511791658,148440932983,173785828,146932285,0,4041,8447,0,100287136,90837889296,261649210663,375318421218
membench,2,pmem,seq_prefetch,850,0.000000,28.145709613,102834407,171043703,7746850122,204985,539329,60296,2938210,444127226,138932477,173809155,152743919,0,7568,100049632,0,100321700,90349810099,109386303760,372415829757
membench,2,pmem,pgn_prefetch,850,0.000000,34.613058493,107707775,178113189,7942693855,229749,490607,66735,2844114,28063748145,27995799191,181200399,151547254,0,14510,100013025,0,100258430,90429228267,134540151057,372872553096
membench,2,pmem,rnd_prefetch,850,0.000000,35.659456589,101267787,170898635,8471480558,729639,1073443,70476,2947920,28149694330,28098101608,173622677,151152311,0,5051,99978793,0,100264909,90898937963,138609591934,375855684897
membench,2,dram,seq,900,0.000000,29.041529661,102609730,172690927,7579691415,685074,1220839,1941037,2879885,127596541,52870924,171117295,142649723,0,1363,0,0,100264892,95299744468,112840567299,391800594977
membench,2,dram,pgn,900,0.000000,36.850013693,108591821,180068174,7776382635,98892344,100761292,2002676,2868703,31971867188,31707711595,177638202,144555002,0,1377,0,0,100272500,95350541937,143198149557,392098504024
membench,2,dram,rnd,900,0.000000,38.363085184,101372856,171328441,8252566063,98351780,100308344,1970988,2882169,31953515517,31891279307,172873005,151065213,0,4956,0,0,100245391,95855532679,149066762136,395378006293
membench,2,dram,seq_prefetch,900,0.000000,29.180871048,103857329,172638254,7763895039,405646,523271,1988128,2891459,110134879,44915081,172539603,150752512,0,2346,100132209,0,100309273,95331160840,113313871484,392115058552
membench,2,dram,pgn_prefetch,900,0.000000,28.890027940,107478076,178218557,7960900286,684534,1151411,1995198,2875000,849772650,787725555,178669938,150263246,0,5050,100071312,0,100327059,95444440685,112251436497,392808097458
membench,2,dram,rnd_prefetch,900,0.000000,30.594687665,100833588,170906723,8422701658,159084,439129,1990229,2865917,797747224,740887521,172514381,148603010,0,4527,100477676,0,100768394,96272456880,118872262363,395967573607
membench,2,pmem,seq,900,0.000000,29.277641029,102795134,171354237,7565772050,398037,1228204,59267,2941734,162753978,89862272,171897460,146400087,0,1345,0,0,100283235,95318632000,113792797082,391884888465
membench,2,pmem,pgn,900,0.000000,67.266800828,107496297,180996239,7753350609,852541,101110646,115466,3037775,149064791241,148959665133,181717343,151067017,0,5158,0,0,100355109,95356496324,261478660927,392152060032
membench,2,pmem,rnd,900,0.000000,68.700291505,102584012,174427259,8267405764,808112,100452515,118156,3030223,149096771268,149016719129,175304262,151089984,0,7485,0,0,100346765,95873609368,267077838971,395279948896
membench,2,pmem,seq_prefetch,900,0.000000,29.397778896,104196966,171429071,7747058160,203249,548731,57195,2893606,150090981,75228629,173071802,150419285,0,13976,100056265,0,100263041,95306121232,114253953244,392287509554
membench,2,pmem,pgn_prefetch,900,0.000000,35.457500928,107631900,176708269,7955326383,236239,539469,68811,3020324,24786429879,24693019061,180088385,148417429,0,7915,100031060,0,100280641,95414785447,137823756997,392620222860
membench,2,pmem,rnd_prefetch,900,0.000000,36.301220439,101242713,170974292,8455230865,231910,455678,71001,2988845,25773804265,25687609998,173221272,148179124,0,5231,99946755,0,100254256,95896011087,141099483375,395966120022
membench,2,dram,seq,950,0.000000,30.318312765,103974209,173038467,7586058909,162942,464889,1964323,2862233,103818367,43153457,171261208,143079395,0,1396,0,0,100256770,100297148743,117793906253,411653521510
membench,2,dram,pgn,950,0.000000,38.128386643,107210804,178425376,7771171622,98387418,100278036,1992753,2797533,31645968164,31582300092,178331025,146215319,0,3892,9032,0,100225127,100390210586,148154703162,412279424758
membench,2,dram,rnd,950,0.000000,39.639145893,100867548,171941977,8260899454,98246218,100200451,2002806,2866768,31896851307,31838235415,172489035,147412344,0,2983,4539,0,100326361,100912861097,154069395406,415458783635
membench,2,dram,seq_prefetch,950,0.000000,30.461165605,103391220,171672790,7764082402,157866,483653,1988731,2803186,102527645,41763499,171397522,145611120,0,4220,100147995,0,100201122,100270009440,118368500411,412079934737
membench,2,dram,pgn_prefetch,950,0.000000,30.095597025,108840835,179407200,7980118878,700269,507415,2006451,2882770,726754912,667850827,177444203,142938099,0,1386,100113586,0,100245837,100402221005,116949614400,412568157292
membench,2,dram,rnd_prefetch,950,0.000000,31.748879043,101055995,171654300,8458160849,159114,439234,1991492,2865373,704726267,646258035,172674578,151921509,0,4675,100038478,0,100230857,100862769875,123383717521,415760662569
membench,2,pmem,seq,950,0.000000,30.565748083,102842107,170726674,7548771353,731678,1108721,57771,2930931,133895399,64330307,172098793,149544849,0,8510,0,0,100302537,100363016103,118802070555,412063442816
membench,2,pmem,pgn,950,0.000000,68.633227578,107487372,181738734,7752320500,842548,101091079,115273,3067710,149284491850,149183982447,181827005,149841264,0,7809,0,0,100359027,100357627516,266801898928,412235697960
membench,2,pmem,rnd,950,0.000000,69.958615885,101142038,172954480,8266349875,309943,100454449,116257,2990943,149005870408,148915078064,176017208,150468449,0,7064,1202,0,100371201,100849053574,271950119153,415359441729
membench,2,pmem,seq_prefetch,950,0.000000,30.678943772,102812152,171451131,7754333526,214501,470874,60991,3025266,133245454,61167358,172236521,145384105,0,5044,100078259,0,100194015,100281904567,119247664143,412237229981
membench,2,pmem,pgn_prefetch,950,0.000000,35.924199165,107690445,177777557,7956151528,232865,505440,68357,2990157,23034094536,22946848436,180564507,150539452,0,5023,99939850,0,100220736,100415529888,139640164415,412669794715
membench,2,pmem,rnd_prefetch,950,0.000000,36.996826448,102519760,171752821,8423552770,239756,448832,71263,3051263,23333821550,23279570900,173542114,149757717,0,13436,100181035,0,100406544,100997801628,143814514770,415843749215
membench,2,dram,seq,1000,0.000000,31.620059254,103948560,172796459,7565136557,660268,430627,1990759,2871671,103427009,42496912,172522057,149735110,0,3976,0,0,100320229,105343609963,122879782825,431908006571
membench,2,dram,pgn,1000,0.000000,39.465779829,107236189,177940749,7749678256,98445626,100341777,1980045,2873207,32183404664,31909386604,179651289,151836006,0,2547,0,0,100276585,105400814435,153372218194,432260436721
membench,2,dram,rnd,1000,0.000000,40.882572264,102269315,173080936,8255048823,98365128,100315645,1979623,2886354,31789091370,31731861379,172934641,150765035,0,2060,47,0,100285612,105855942826,158879072410,435355614918
membench,2,dram,seq_prefetch,1000,0.000000,31.736645856,102556389,171725325,7759922819,156004,426997,1978112,2839148,100609791,39701934,171832544,149062526,0,3848,100087578,0,100285377,105326014414,123319218032,432247873516
membench,2,dram,pgn_prefetch,1000,0.000000,31.389795563,108607711,179300074,7968967703,687083,619027,1968747,2847083,669228063,610316621,178498017,148620022,0,2147,100123483,0,100228444,105414035220,121983102599,432779961792
membench,2,dram,rnd_prefetch,1000,0.000000,33.022628064,101065374,171462442,8463879350,157252,445329,1988599,2862645,618465530,574397554,174381156,150779874,0,1445,99994184,0,100306688,105904569766,128335826344,435898757140
membench,2,pmem,seq,1000,0.000000,31.844188227,104236003,172467440,7566831497,759487,440031,61554,2965540,125132101,55748967,172995222,146706138,0,6331,0,0,100303616,105330064854,123765966535,431755501640
membench,2,pmem,pgn,1000,0.000000,69.868707654,107537014,178886214,7769156212,319486,100473332,126846,3039961,149424501364,149097287719,182931683,148325717,0,8054,0,0,100399978,105352983110,271597838899,432117743100
membench,2,pmem,rnd,1000,0.000000,71.290473945,102321410,175025741,8264993275,823721,100564091,120208,3010229,148931413567,148850541578,174489870,149947121,0,4968,0,0,100393966,105854417315,277132670375,435417308358
membench,2,pmem,seq_prefetch,1000,0.000000,31.958733272,102838793,172121768,7745551189,218780,439794,62611,2979759,126569774,52779301,175143479,147599636,0,5384,100125050,0,100291576,105321437569,124213750875,432358930508
membench,2,pmem,pgn_prefetch,1000,0.000000,36.617109292,107917969,178240129,7960173409,232755,473934,69658,2977092,20808978958,20723335390,180147494,150455997,0,8038,100048385,0,100290785,105394950547,142335730033,432626287132
membench,2,pmem,rnd_prefetch,1000,0.000000,37.608765601,102653154,171455098,8473615580,238494,454079,70539,2919798,20899440065,20827559593,173410729,149677410,0,5764,100133260,0,100313857,105913574689,146190318739,435871576292
